Example,Signature,Extracted,Linked
nltk.util.invert_dict(d),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.invert_dict', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['d'], 'opt_args': []})"", ""('nltk.invert_dict', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['d'], 'opt_args': []})"", ""('nltk.invert_dict', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['d'], 'opt_args': []})"", ""('nltk.invert_dict', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['d'], 'opt_args': []})""]",[]
nltk.util.invert_graph(graph),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.invert_graph', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['graph'], 'opt_args': []})"", ""('nltk.invert_graph', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['graph'], 'opt_args': []})"", ""('nltk.invert_graph', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['graph'], 'opt_args': []})"", ""('nltk.invert_graph', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['graph'], 'opt_args': []})""]",[]
"nltk.util.ngrams(sequence, n, **kwargs)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html']","[""('nltk.ngrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['n', 'sequence'], 'opt_args': ['kwargs']})"", ""('nltk.ngrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['n', 'sequence'], 'opt_args': ['kwargs']})""]",[]
"nltk.util.pad_sequence(sequence, n, pad_left=False, pad_right=False, left_pad_symbol=None, right_pad_symbol=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.pad_sequence', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['n', 'sequence'], 'opt_args': ['right_pad_symbol', 'left_pad_symbol', 'pad_right', 'pad_left']})"", ""('nltk.pad_sequence', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['n', 'sequence'], 'opt_args': ['right_pad_symbol', 'left_pad_symbol', 'pad_right', 'pad_left']})"", ""('nltk.pad_sequence', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['n', 'sequence'], 'opt_args': ['right_pad_symbol', 'left_pad_symbol', 'pad_right', 'pad_left']})"", ""('nltk.pad_sequence', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['n', 'sequence'], 'opt_args': ['right_pad_symbol', 'left_pad_symbol', 'pad_right', 'pad_left']})""]",[]
nltk.util.pairwise(iterable),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.pairwise', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['iterable'], 'opt_args': []})"", ""('nltk.pairwise', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['iterable'], 'opt_args': []})"", ""('nltk.pairwise', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['iterable'], 'opt_args': []})"", ""('nltk.pairwise', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['iterable'], 'opt_args': []})""]",[]
"nltk.util.parallelize_preprocess(func, iterator, processes, progress_bar=False)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.parallelize_preprocess', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['processes', 'iterator', 'func'], 'opt_args': ['progress_bar']})"", ""('nltk.parallelize_preprocess', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['processes', 'iterator', 'func'], 'opt_args': ['progress_bar']})"", ""('nltk.parallelize_preprocess', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['processes', 'iterator', 'func'], 'opt_args': ['progress_bar']})"", ""('nltk.parallelize_preprocess', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['processes', 'iterator', 'func'], 'opt_args': ['progress_bar']})""]",[]
"nltk.util.pr(data, start=0, end=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.pr', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['data'], 'opt_args': ['end', 'start']})"", ""('nltk.pr', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['data'], 'opt_args': ['end', 'start']})"", ""('nltk.pr', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['data'], 'opt_args': ['end', 'start']})"", ""('nltk.pr', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['data'], 'opt_args': ['end', 'start']})""]",[]
"nltk.util.print_string(s, width=70)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.print_string', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['s'], 'opt_args': ['width']})"", ""('nltk.print_string', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['s'], 'opt_args': ['width']})"", ""('nltk.print_string', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['s'], 'opt_args': ['width']})"", ""('nltk.print_string', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['s'], 'opt_args': ['width']})""]",[]
nltk.util.py25(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
"nltk.util.re_show(regexp, string, left='{', right='}')","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.re_show', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['string', 'regexp'], 'opt_args': ['right', 'left']})"", ""('nltk.re_show', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['string', 'regexp'], 'opt_args': ['right', 'left']})"", ""('nltk.re_show', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['string', 'regexp'], 'opt_args': ['right', 'left']})"", ""('nltk.re_show', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['string', 'regexp'], 'opt_args': ['right', 'left']})""]",[]
"nltk.util.set_proxy(proxy, user=None, password='')","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.set_proxy', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['proxy'], 'opt_args': ['password', 'user']})"", ""('nltk.set_proxy', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['proxy'], 'opt_args': ['password', 'user']})"", ""('nltk.set_proxy', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['proxy'], 'opt_args': ['password', 'user']})"", ""('nltk.set_proxy', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['proxy'], 'opt_args': ['password', 'user']})""]",[]
"nltk.util.skipgrams(sequence, n, k, **kwargs)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.skipgrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['k', 'n', 'sequence'], 'opt_args': ['kwargs']})"", ""('nltk.skipgrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['k', 'n', 'sequence'], 'opt_args': ['kwargs']})"", ""('nltk.skipgrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['k', 'n', 'sequence'], 'opt_args': ['kwargs']})"", ""('nltk.skipgrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['k', 'n', 'sequence'], 'opt_args': ['kwargs']})""]",[]
"nltk.util.tokenwrap(tokens, separator=' ', width=70)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.tokenwrap', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['tokens'], 'opt_args': ['width', 'separator']})"", ""('nltk.tokenwrap', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['tokens'], 'opt_args': ['width', 'separator']})"", ""('nltk.tokenwrap', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['tokens'], 'opt_args': ['width', 'separator']})"", ""('nltk.tokenwrap', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['tokens'], 'opt_args': ['width', 'separator']})""]",[]
"nltk.util.transitive_closure(graph, reflexive=False)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.transitive_closure', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['graph'], 'opt_args': ['reflexive']})"", ""('nltk.transitive_closure', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['graph'], 'opt_args': ['reflexive']})"", ""('nltk.transitive_closure', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['graph'], 'opt_args': ['reflexive']})"", ""('nltk.transitive_closure', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['graph'], 'opt_args': ['reflexive']})""]",[]
"nltk.util.trigrams(sequence, **kwargs)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.trigrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['sequence'], 'opt_args': ['kwargs']})"", ""('nltk.trigrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['sequence'], 'opt_args': ['kwargs']})"", ""('nltk.trigrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['sequence'], 'opt_args': ['kwargs']})"", ""('nltk.trigrams', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['sequence'], 'opt_args': ['kwargs']})""]",[]
nltk.util.unique_list(xs),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.unique_list', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['xs'], 'opt_args': []})"", ""('nltk.unique_list', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['xs'], 'opt_args': []})"", ""('nltk.unique_list', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['xs'], 'opt_args': []})"", ""('nltk.unique_list', {'source_file': 'nltk\\\\nltk\\\\util.py', 'req_args': ['xs'], 'opt_args': []})""]",[]
"nltk.util.unweighted_minimum_spanning_tree(tree, children= function iter>)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html']","['N/A', 'N/A']",[]
"nltk.util.usage(obj, selfname='self')","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
"nltk.wsd.lesk(context_sentence, ambiguous_word, pos=None, synsets=None)","['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","[""('nltk.lesk', {'source_file': 'nltk\\\\nltk\\\\wsd.py', 'req_args': ['ambiguous_word', 'context_sentence'], 'opt_args': ['synsets', 'pos']})"", ""('nltk.lesk', {'source_file': 'nltk\\\\nltk\\\\wsd.py', 'req_args': ['ambiguous_word', 'context_sentence'], 'opt_args': ['synsets', 'pos']})"", ""('nltk.lesk', {'source_file': 'nltk\\\\nltk\\\\wsd.py', 'req_args': ['ambiguous_word', 'context_sentence'], 'opt_args': ['synsets', 'pos']})"", ""('nltk.lesk', {'source_file': 'nltk\\\\nltk\\\\wsd.py', 'req_args': ['ambiguous_word', 'context_sentence'], 'opt_args': ['synsets', 'pos']})""]",[]
load(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
retrieve(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
write(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
writestr(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
seek(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
readline(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
read(),"['https://web.archive.org/web/20210415060141/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210224173550/http://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20210506225856/https://www.nltk.org/api/nltk.html', 'https://web.archive.org/web/20200414120240/http://www.nltk.org/api/nltk.html']","['N/A', 'N/A', 'N/A', 'N/A']",[]
